1 1820257750 1822497750
2 1819762934 1820257750
3 1805175559 1819762934
4 1805165439 1805175559
5 1804960455 1805165439
6 1804913359 1804960455
7 1786429411 1804913359
8 1782510167 1786429411
10 1780168113 1782510167
11 1772636913 1780168113
12 1770092805 1772636913
13 1767406989 1770092805
14 1764095167 1767406989
15 1762406839 1764095167
16 1734957081 1762406839
17 1734224193 1734957081
18 1733517809 1734224193
19 1727557511 1733517809
20 1714404931 1727557511
21 1694893795 1714404931
22 1692466103 1694893795
23 1683499079 1692466103
24 1683426743 1683499079
25 1668519131 1683426743
26 1668411491 1668519131
27 1656199403 1668411491
28 1655380907 1656199403
29 1640123647 1655380907
30 1638226307 1640123647
31 1634620931 1638226307
32 1634445607 1634620931
33 1627833865 1634445607
34 1602312361 1627833865
35 1593002233 1602312361
36 1582169673 1593002233
37 1582112073 1582169673
38 1581795899 1582112073
39 1578993475 1581795899
40 1573494313 1578993475
41 1565072169 1573494313
42 1551273337 1565072169
43 1545979727 1551273337
44 1523220463 1545979727
45 1517647555 1523220463
46 1512111249 1517647555
47 1496623469 1512111249
48 1493525737 1496623469
49 1486461985 1493525737
50 1486398185 1486461985
51 1467097267 1486398185
52 1467075835 1467097267
53 1466022923 1467075835
54 1465211298 1466022923
56 1460660274 1465211298
57 1458468834 1460660274
58 1451031030 1458468834
59 1446651160 1451031030
60 1428622892 1446651160
61 1419389356 1428622892
62 1415182756 1419389356
63 1412324316 1415182756
64 1398683032 1412324316
65 1396120684 1398683032
67 1378809964 1396120684
68 1366248868 1378809964
69 1365736873 1366248868
70 1357327105 1365736873
71 1332665035 1357327105
72 1332468435 1332665035
73 1321475571 1332468435
75 1312328517 1321475571
76 1309288202 1312328517
77 1309229002 1309288202
78 1308885022 1309229002
79 1281970512 1308885022
80 1280520112 1281970512
81 1279962004 1280520112
82 1276888504 1279962004
83 1268794228 1276888504
84 1266941728 1268794228
86 1265597708 1266941728
88 1263727874 1265597708
90 1263528122 1263727874
92 1262887338 1263528122
93 1259858932 1262887338
94 1238927035 1259858932
95 1238918595 1238927035
97 1237115875 1238918595
98 1233068075 1237115875
99 1230803765 1233068075
101 1226702245 1230803765
102 1226075293 1226702245
103 1217006949 1226075293
104 1212233253 1217006949
105 1205419677 1212233253
106 1176817245 1205419677
107 1176495613 1176817245
108 1167559101 1176495613
109 1155510501 1167559101
110 1155030469 1155510501
112 1149343788 1155030469
113 1148844042 1149343788
114 1135068282 1148844042
115 1112593991 1135068282
116 1111269083 1112593991
117 1108569325 1111269083
118 1108535193 1108569325
119 1107820281 1108535193
120 1102333081 1107820281
121 1091971461 1102333081
122 1087868011 1091971461
123 1083551771 1087868011
124 1075957645 1083551771
126 1067126105 1075957645
